Journal,IDno,Year,Volume,Issue,ArticleTitle,FirstFemale,LastFemale,TotalFemale,TotalMale,TotalAuthors,TotalAmbiguous,Bird,anyFEM,firstFEM,lastFEM,Pfem,Pmale
BES,4166,2013,67,1,Timing of arrival from spring migration is associated with flight performance in the migratory barn swallow,N,N,0,1,1,0,Y,0,0,0,0,1
BES,4167,2013,67,1,Sneak copulations in long-tailed macaques (Macaca fascicularis): no evidence for tactical deception,U,U,0,0,5,5,N,0,0,0,0,0
BES,4168,2013,67,1,Complex social structure of southern flying squirrels is related to spatial proximity but not kinship,N,N,0,3,3,0,N,0,0,0,0,1
BES,4169,2013,67,1,Reproductive seasonality is a poor predictor of receptive synchrony and male reproductive skew among nonhuman primates,N,N,0,2,2,0,N,0,0,0,0,1
BES,4170,2013,67,1,Personality trait differences between mainland and island populations in the common frog (Rana temporaria),N,N,1,3,4,0,N,1,0,0,0.25,0.75
BES,4171,2013,67,1,Dealing with urban noise: vermilion flycatchers sing longer songs in noisier territories,N,N,1,3,4,0,Y,1,0,0,0.25,0.75
BES,4172,2013,67,1,Head coloration reflects health state in the red-eared slider Trachemys scripta elegans,Y,N,2,1,3,0,N,1,1,0,0.666666667,0.333333333
BES,4173,2013,67,1,Network position: a key component in the characterization of social personality types,N,N,0,4,4,0,N,0,0,0,0,1
BES,4174,2012,66,12,Priming concerns about pathogen threat versus resource scarcity: dissociable effects on womens perceptions of mens attractiveness and dominance,N,N,1,4,5,0,N,1,0,0,0.2,0.8
BES,4175,2012,66,12,Sea lamprey orient toward a source of a synthesized pheromone using odor-conditioned rheotaxis,N,U,0,1,5,4,N,0,0,0,0,0.2
BES,4176,2012,66,12,"Functional values of stabilimenta in a wasp spider, Argiope bruennichi: support for the prey-attraction hypothesis",U,U,0,0,3,3,N,0,0,0,0,0
BES,4177,2012,66,12,Fighting behaviour as a correlate of male mating success in black grouse Tetrao tetrix,Y,N,2,3,5,0,Y,1,1,0,0.4,0.6
BES,4178,2012,66,12,Dont get the blues: conspicuous nuptial colouration of male moor frogs (Rana arvalis) supports visual mate recognition during scramble competition in large breeding aggregations,N,N,3,3,6,0,N,1,0,0,0.5,0.5
BES,4179,2012,66,12,Female preferences for spectral call properties in the western genetic lineage of Cope's gray treefrog (Hyla chrysoscelis),Y,N,2,2,4,0,N,1,1,0,0.5,0.5
BES,4180,2012,66,12,Seasonal variation in ejaculate traits of male red-winged blackbirds (Agelaius phoeniceus),N,N,0,3,3,0,Y,0,0,0,0,1
BES,4181,2012,66,12,Costs and benefits of temporary brood desertion in a Neotropical harvestman (Arachnida: Opiliones),Y,N,1,1,2,0,N,1,1,0,0.5,0.5
BES,4182,2012,66,12,Does mating experience of male house crickets affect their behavior to subsequent females and female choice?,N,N,0,1,1,0,N,0,0,0,0,1
BES,4183,2012,66,12,"Carer provisioning rules in an obligate cooperative breeder: prey type, size and delivery rate",U,U,0,0,7,7,Y,0,0,0,0,0
BES,4184,2012,66,12,"Behavioural syndromes, syndrome deviation and the within- and between-individual components of phenotypic correlations: when reality does not meet statistics",N,N,0,2,2,0,N,0,0,0,0,1
BES,4185,2012,66,11,Factors affecting male and female reproductive success in a chipmunk (Tamias sibiricus) with a scramble competition mating system,Y,Y,2,3,5,0,N,1,1,1,0.4,0.6
BES,4186,2012,66,11,Complex pleiotropy characterizes the pollen hoarding syndrome in honey bees (Apis mellifera L.),N,N,1,2,3,0,N,1,0,0,0.333333333,0.666666667
BES,4187,2012,66,11,Male transmission ratio distortion supports MHC-linked cryptic female choice in the lesser kestrel (Aves: Falconidae),N,N,1,3,4,0,Y,1,0,0,0.25,0.75
BES,4188,2012,66,11,Condition-dependent sex allocation by clones of a galling aphid,N,Y,1,1,2,0,N,1,0,1,0.5,0.5
BES,4189,2012,66,11,"Sex-specific plasticity in brain morphology depends on social environment of the guppy, Poecilia reticulata",N,N,0,4,4,0,N,0,0,0,0,1
BES,4190,2012,66,11,"Echolocation beam shape in emballonurid bats, Saccopteryx bilineata and Cormura brevirostris",N,Y,2,1,3,0,N,1,0,1,0.666666667,0.333333333
BES,4191,2012,66,11,Soft song is a reliable signal of aggressive intent in song sparrows,N,N,1,3,4,0,Y,1,0,0,0.25,0.75
BES,4192,2012,66,11,Contest behavior and other reproductive efforts in aging breeders: a test of residual reproductive value and state-dependent models,N,N,0,1,1,0,N,0,0,0,0,1
BES,4193,2012,66,11,"Maternal effects on begging behaviour: an experimental demonstration of the effects of laying sequence, hatch order, nestling sex and brood size",Y,N,1,2,3,0,Y,1,1,0,0.333333333,0.666666667
BES,4194,2012,66,11,The recursive model as a new approach to validate and monitor activity sensors,N,N,0,3,3,0,N,0,0,0,0,1
BES,4195,2012,66,11,Defining behavioural syndromes and the role of syndrome deviation in understanding their evolution,N,N,0,3,3,0,N,0,0,0,0,1
BES,4196,2012,66,10,"Infant parking and nesting, not allomaternal care, influence Malagasy primate life histories",U,U,0,0,4,4,N,0,0,0,0,0
BES,4197,2012,66,10,Dispersal behaviour and colony structure in a colonial spider,Y,Y,2,1,3,0,N,1,1,1,0.666666667,0.333333333
BES,4198,2012,66,10,Behavioral adjustments of a pipefish to bacterial Vibrio challenge,Y,Y,4,0,4,0,N,1,1,1,1,0
BES,4199,2012,66,10,How is activity distributed among and within tasks in Temnothorax ants?,Y,Y,4,1,5,0,N,1,1,1,0.8,0.2
BES,4200,2012,66,10,Social context modulates sickness behavior,Y,N,1,3,4,0,Y,1,1,0,0.25,0.75
BES,4201,2012,66,10,Reinforcement of male mate preferences in sympatric killifish species Lucania goodei and Lucania parva,Y,Y,4,0,4,0,N,1,1,1,1,0
BES,4202,2012,66,10,"Wildlife contact analysis: emerging methods, questions, and challenges",N,N,1,5,6,0,N,1,0,0,0.166666667,0.833333333
BES,4203,2012,66,9,Long-term effects of yolk androgens on phenotype and parental feeding behavior in a wild passerine,Y,Y,3,1,4,0,Y,1,1,1,0.75,0.25
BES,4204,2012,66,9,Dalliances and doubtful dads: what determines extra-pair paternity in socially monogamous wandering albatrosses?,Y,N,2,1,3,0,Y,1,1,0,0.666666667,0.333333333
BES,4205,2012,66,9,Cooperatively breeding carrion crows adjust offspring sex ratio according to group composition,Y,N,2,2,4,0,Y,1,1,0,0.5,0.5
BES,4206,2012,66,9,Asymmetric contests at the nest,Y,N,1,2,3,0,Y,1,1,0,0.333333333,0.666666667
BES,4207,2012,66,9,Reproductive allocation in female house wrens is not influenced by experimentally altered male attractiveness,Y,N,4,2,6,0,Y,1,1,0,0.666666667,0.333333333
BES,4208,2012,66,9,Individual differences in sampling behaviour predict social information use in zebra finches,Y,Y,3,0,3,0,Y,1,1,1,1,0
BES,4209,2012,66,9,Experimental evidence that workers recognize reproductives through cuticular hydrocarbons in the ant Odontomachus brunneus,N,N,1,3,4,0,N,1,0,0,0.25,0.75
BES,4210,2012,66,9,"I know you: familiarity with an audience influences male-male interactions in Siamese fighting fish, Betta splendens",Y,Y,2,0,2,0,N,1,1,1,1,0
BES,4211,2012,66,9,Insects perceive local sex ratio in the absence of tactile or visual sex-specific cues,U,N,0,1,7,6,N,0,0,0,0,0.142857143
BES,4212,2012,66,9,Mind the gap: a comparative study of migratory behavior in social amoebae,N,Y,2,2,4,0,N,1,0,1,0.5,0.5
BES,4213,2012,66,9,The noble cats and the big bad scavengers: effects of dominant scavengers on solitary predators,N,N,0,3,3,0,N,0,0,0,0,1
BES,4214,2012,66,9,Location of suitable nests by great spotted cuckoos: an empirical and experimental study,N,N,0,2,2,0,Y,0,0,0,0,1
BES,4215,2012,66,9,Facial asymmetry is negatively related to condition in female macaque monkeys,N,N,2,2,4,0,N,1,0,0,0.5,0.5
BES,4216,2012,66,9,Differential effects of testosterone metabolites oestradiol and dihydrotestosterone on oxidative stress and carotenoid-dependent colour expression in a bird,U,U,0,0,5,5,Y,0,0,0,0,0
BES,4217,2012,66,9,Rhythmic male reproductive behavior controls timing of courtship and mating in Laupala cerasina,U,Y,2,1,4,1,N,1,0,1,0.5,0.25
BES,4218,2012,66,9,Prospecting at conspecific nests and exploration in a novel environment are associated with reproductive success in the jackdaw,Y,Y,2,1,3,0,Y,1,1,1,0.666666667,0.333333333
BES,4219,2012,66,9,Habitat fragmentation affects movement behavior of migrating juvenile common toads,Y,N,1,2,3,0,N,1,1,0,0.333333333,0.666666667
BES,4220,2012,66,9,Receiver sex differences in visual response to dynamic motion signals in Sceloporus lizards,N,N,1,2,3,0,N,1,0,0,0.333333333,0.666666667
BES,4221,2012,66,9,Untested assumptions about within-species sample size and missing data in interspecific studies,N,N,0,2,2,0,Y,0,0,0,0,1
BES,4222,2012,66,8,Supplemental food affects egg size but not hatching asynchrony in rollers,U,U,0,0,3,3,Y,0,0,0,0,0
BES,4223,2012,66,8,Correlated evolutionary changes in Drosophila female genitalia reduce the possible infection risk caused by male copulatory wounding,N,N,0,1,1,0,N,0,0,0,0,1
BES,4224,2012,66,8,Sperm storage reflects within- and extra-pair mating opportunities in a cooperatively breeding bird,N,Y,2,1,3,0,Y,1,0,1,0.666666667,0.333333333
BES,4225,2012,66,8,Bateman gradients in a promiscuous mating system,N,N,0,5,5,0,N,0,0,0,0,1
BES,4226,2012,66,8,The role of male harassment on female fitness for the dengue vector mosquito Aedes aegypti,Y,Y,2,0,2,0,N,1,1,1,1,0
BES,4227,2012,66,8,"A female preference for experienced males in the almond moth, Cadra cautella",Y,Y,3,1,4,0,N,1,1,1,0.75,0.25
BES,4228,2012,66,8,Pheromone trails in the Brazilian ant Pheidole oxyops: extreme properties and dual recruitment action,N,N,0,2,2,0,N,0,0,0,0,1
BES,4229,2012,66,8,Evolution of the fast start response in the cavefish Astyanax mexicanus,Y,Y,3,0,3,0,N,1,1,1,1,0
BES,4230,2012,66,8,Should he stay or should he go: male influence on offspring sex ratio via postcopulatory attendance,U,U,0,0,2,2,N,0,0,0,0,0
BES,4231,2012,66,8,Walk the linedispersal movements of gray mouse lemurs (Microcebus murinus),Y,N,1,2,3,0,N,1,1,0,0.333333333,0.666666667
BES,4232,2012,66,8,Breeding success of a brood parasite is associated with social mating status of its host,N,N,1,4,5,0,Y,1,0,0,0.2,0.8
BES,4233,2012,66,8,An automated system to control and manipulate the flight activity of captive birds,N,N,0,3,3,0,Y,0,0,0,0,1
BES,4234,2012,66,7,"Size-assortative pairing across three developmental stages in the Zeus bug, Phoreticovelia disparata",Y,N,2,2,4,0,N,1,1,0,0.5,0.5
BES,4235,2012,66,7,Ecological bases of philopatry and cooperation in Ethiopian wolves,Y,N,1,3,4,0,N,1,1,0,0.25,0.75
BES,4236,2012,66,7,"Paternity analysis of two male mating tactics in the fiddler crab, Uca mjoebergi",Y,Y,3,1,4,0,N,1,1,1,0.75,0.25
BES,4237,2012,66,7,Litter reductions reveal a trade-off between offspring size and number in brown bears,Y,N,2,3,5,0,N,1,1,0,0.4,0.6
BES,4238,2012,66,7,Female lizards discriminate between potential reproductive partners using multiple male traits when territory cues are absent,Y,Y,2,1,3,0,N,1,1,1,0.666666667,0.333333333
BES,4239,2012,66,7,Multiple signals in the palmate newt: ornaments help when courting,N,Y,2,2,4,0,N,1,0,1,0.5,0.5
BES,4240,2012,66,7,Social competition masculinizes the communication signals of female electric fish,Y,N,2,3,5,0,N,1,1,0,0.4,0.6
BES,4241,2012,66,7,Predator-induced female behavior in the absence of male incubation feeding: an experimental study,U,U,0,0,2,2,Y,0,0,0,0,0
BES,4242,2012,66,7,Social attributes and associated performance measures in marmots: bigger male bullies and weakly affiliating females have higher annual reproductive success,Y,N,1,1,2,0,N,1,1,0,0.5,0.5
BES,4243,2012,66,7,Consistent crustaceans: the identification of stable behavioural syndromes in hermit crabs,Y,N,1,2,3,0,N,1,1,0,0.333333333,0.666666667
BES,4244,2012,66,6,Female philopatry and its social benefits among Bornean orangutans,Y,Y,6,2,9,1,N,1,1,1,0.666666667,0.222222222
BES,4245,2012,66,6,Leading from the front? Social networks in navigating groups,N,U,0,2,3,1,N,0,0,0,0,0.666666667
BES,4246,2012,66,6,Cooperative web sharing against predators promotes group living in spider mites,N,N,0,1,1,0,N,0,0,0,0,1
BES,4247,2012,66,6,"Adoption and cuckoldry lead to alloparental care in the tessellated darter (Etheostoma olmstedi), a non-group-living species with no evidence of nest site limitation",Y,Y,2,1,3,0,N,1,1,1,0.666666667,0.333333333
BES,4248,2012,66,6,Behavioral responses of territorial red squirrels to natural and experimental variation in population density,N,N,0,4,4,0,N,0,0,0,0,1
BES,4249,2012,66,6,Vortex formation and foraging in polyphenic spadefoot toad tadpoles,Y,N,2,2,4,0,N,1,1,0,0.5,0.5
BES,4250,2012,66,6,Do female zebrafish withhold reproductive resources for future mating opportunities?,N,N,0,2,2,0,N,0,0,0,0,1
BES,4251,2012,66,6,Racial mixing in South African honeybees: the effects of genotype mixing on reproductive traits of workers,Y,N,4,3,7,0,N,1,1,0,0.571428571,0.428571429
BES,4252,2012,66,6,"""Cryptic"" direct benefits of mate choice: choosy females experience reduced predation risk while in precopula",N,N,0,4,4,0,N,0,0,0,0,1
BES,4253,2012,66,6,Tracking migration routes and the annual cycle of a trans-Sahara songbird migrant,N,N,0,4,4,0,Y,0,0,0,0,1
BES,4254,2012,66,6,Individual-level patterns of division of labor in honeybees highlight flexibility in colony-level developmental mechanisms,N,Y,1,1,2,0,N,1,0,1,0.5,0.5
BES,4255,2012,66,6,Look before you leap - individual variation in social vigilance shapes socio-spatial group properties in an agent-based model,Y,Y,3,1,4,0,N,1,1,1,0.75,0.25
BES,4256,2012,66,6,Evolution of self-organized division of labor in a response threshold model,Y,N,1,3,4,0,N,1,1,0,0.25,0.75
BES,4257,2012,66,6,The anxious vole: the impact of group and gender on collective behavior under life-threat,N,N,1,3,4,0,N,1,0,0,0.25,0.75
BES,4258,2012,66,6,Giant pandas attend to androgen-related variation in male bleats,N,Y,1,3,4,0,N,1,0,1,0.25,0.75
BES,4259,2012,66,6,Singing activity stimulates partner reproductive investment rather than increasing paternity success in zebra finches,Y,N,1,2,3,0,Y,1,1,0,0.333333333,0.666666667
BES,4260,2012,66,6,A case for quantile regression in behavioral ecology: getting more out of flight initiation distance data,N,N,0,2,2,0,Y,0,0,0,0,1
BES,4261,2012,66,5,"Nymphal density, behavioral development, and life history in a field cricket",N,Y,2,2,4,0,N,1,0,1,0.5,0.5
BES,4262,2012,66,5,"The alarm call system of wild black-fronted titi monkeys, Callicebus nigrifrons",Y,N,1,3,4,0,N,1,1,0,0.25,0.75
BES,4263,2012,66,5,Fine-scale flower-visiting behavior revealed by using a high-speed camera,U,U,0,0,4,4,N,0,0,0,0,0
BES,4264,2012,66,5,A possible phylogenetically conserved urgency response of great tits (Parus major) towards allopatric mobbing calls,N,N,0,1,1,0,Y,0,0,0,0,1
BES,4265,2012,66,5,Chick-a-dee call variation in the context of flying avian predator stimuli: a field study of Carolina chickadees (Poecile carolinensis),N,N,0,2,2,0,Y,0,0,0,0,1
BES,4266,2012,66,5,Facultative pheromonal mimicry in snakes: she-males attract courtship only when it is useful,U,U,0,0,3,3,N,0,0,0,0,0
BES,4267,2012,66,5,Seasonal decline of offspring quality in the European starling Sturnus vulgaris: an immune challenge experiment,N,N,5,8,13,0,Y,1,0,0,0.384615385,0.615384615
BES,4268,2012,66,5,Better the nest site you know: decision-making during nest migrations by the Pharaohs ant,Y,N,2,1,3,0,N,1,1,0,0.666666667,0.333333333
BES,4269,2012,66,5,Reproductive competition and fecal testosterone in wild male giant pandas (Ailuropoda melanoleuca),U,U,0,1,5,4,N,0,0,0,0,0.2
BES,4270,2012,66,5,Adjustment of female reproductive investment according to male carotenoid-based ornamentation in a gallinaceous bird,N,N,2,4,6,0,Y,1,0,0,0.333333333,0.666666667
BES,4271,2012,66,5,"Body size, demography and foraging in a socially plastic sweat bee: a common garden experiment",N,Y,2,3,5,0,N,1,0,1,0.4,0.6
BES,4272,2012,66,5,Strategic use of allopreening in family-living wrens,Y,Y,1,0,1,0,Y,1,1,1,1,0
BES,4273,2012,66,5,Rapid onset of mate quality assessment via chemical signals in a woodland salamander (Plethodon cinereus),N,N,0,1,1,0,N,0,0,0,0,1
BES,4274,2012,66,5,"Territorial resource valuation deviates from habitat quality in an ecologically trapped, long-distance migratory bird",N,N,0,3,3,0,Y,0,0,0,0,1
BES,4275,2012,66,5,Whos what? Prompt recognition of social status in crayfish,Y,Y,3,1,4,0,N,1,1,1,0.75,0.25
BES,4276,2012,66,5,Social context-dependent immune gene expression in bumblebees (Bombus terrestris),Y,N,2,2,4,0,N,1,1,0,0.5,0.5
BES,4277,2012,66,5,"Social information, conformity and the opportunity costs paid by foraging fish",U,U,0,0,2,2,N,0,0,0,0,0
BES,4278,2012,66,5,Socially facilitated antipredator behavior by ringed salamanders (Ambystoma annulatum),N,Y,2,1,3,0,N,1,0,1,0.666666667,0.333333333
BES,4279,2012,66,5,Northern magnetic displacements trigger endogenous fuelling responses in a naive bird migrant,Y,Y,3,0,3,0,Y,1,1,1,1,0
BES,4280,2012,66,4,Mind the gap: the ratio of yolk androgens and antioxidants varies between sons and daughters dependent on paternal attractiveness,U,U,0,5,5,0,Y,0,0,0,0,1
BES,4281,2012,66,4,Are low infidelity rates in feral horses due to infanticide?,Y,Y,4,1,5,0,N,1,1,1,0.8,0.2
BES,4282,2012,66,4,Solicitation displays reliably reflect oxidative damage in barn swallow nestlings,N,Y,2,1,3,0,Y,1,0,1,0.666666667,0.333333333
BES,4283,2012,66,4,The role of ecological context and predation risk-stimuli in revealing the true picture about the genetic basis of boldness evolution in fish,N,N,0,4,4,0,N,0,0,0,0,1
BES,4284,2012,66,4,No evidence of mate discrimination against males carrying a sex ratio distorter in Drosophila pseudoobscura,U,U,0,0,5,5,N,0,0,0,0,0
BES,4285,2012,66,4,Shaving of axillary hair has only a transient effect on perceived body odor pleasantness,N,N,1,2,3,0,N,1,0,0,0.333333333,0.666666667
BES,4286,2012,66,4,How habitat affects the benefits of communication in collectively foraging honey bees,Y,Y,2,0,2,0,N,1,1,1,1,0
BES,4287,2012,66,4,Strategic mating effort in a simultaneous hermaphrodite,N,N,0,3,3,0,N,0,0,0,0,1
BES,4288,2012,66,4,"Declining extra-pair paternity with laying order associated with initial incubation behavior, but independent of final clutch size in the blue tit",N,N,1,4,5,0,Y,1,0,0,0.2,0.8
BES,4289,2012,66,4,"Intrasexual competition, territoriality and acoustic communication in male strawberry poison frogs (Oophaga pumilio)",Y,N,1,2,3,0,N,1,1,0,0.333333333,0.666666667
BES,4290,2012,66,4,Consequences of behavioral vs. numerical dominance on foraging activity of desert seed-eating ants,N,N,0,2,2,0,N,0,0,0,0,1
BES,4291,2012,66,4,Neighboring groups and habitat edges modulate range use in Phayres leaf monkeys (Trachypithecus phayrei crepusculus),N,N,0,2,2,0,N,0,0,0,0,1
BES,4292,2012,66,3,Male reproductive investment relative to age and flight behaviour in the monandrous butterfly Pararge aegeria,Y,N,2,2,4,0,N,1,1,0,0.5,0.5
BES,4293,2012,66,3,Dawn chorusing in guereza colobus monkeys,Y,N,1,1,2,0,N,1,1,0,0.5,0.5
BES,4294,2012,66,3,A curvilinear effect of height on reproductive success in human males,N,N,0,4,4,0,N,0,0,0,0,1
BES,4295,2012,66,3,"Influence of fuel load and weather on timing of nocturnal spring migratory departures in European robins, Erithacus rubecula",N,N,0,1,1,0,Y,0,0,0,0,1
BES,4296,2012,66,3,Persistent bimodal activity patterns in wild and captive black-tailed godwit Limosa limosa under different environmental conditions,N,N,1,3,4,0,Y,1,0,0,0.25,0.75
BES,4297,2012,66,3,Sex differences in the repeatability of boldness over metamorphosis,Y,Y,2,0,2,0,N,1,1,1,1,0
BES,4298,2012,66,3,Womens self-perceived health and attractiveness predict their male vocal masculinity preferences in different directions across short- and long-term relationship contexts,U,U,0,0,6,6,N,0,0,0,0,0
BES,4299,2012,66,3,Delayed maturation of multiple signals in a migratory songbird,N,Y,1,4,5,0,Y,1,0,1,0.2,0.8
BES,4300,2012,66,3,"Call timing is determined by response call type, but not by stimulus properties, in the treefrog Dendropsophus ebraccatus",N,N,0,1,1,0,N,0,0,0,0,1
BES,4301,2012,66,3,Honeybee recruitment to scented food sources: correlations between in-hive social interactions and foraging decisions,U,U,0,0,3,3,N,0,0,0,0,0
BES,4302,2012,66,3,"Cost-free vigilance during feeding in folivorous primates? Examining the effect of predation risk, scramble competition, and infanticide threat on vigilance in ursine colobus monkeys (Colobus vellerosus)",Y,Y,2,0,2,0,N,1,1,1,1,0
BES,4303,2012,66,3,Effects of the social environment on the survival and fungal resistance of ant brood,Y,N,1,2,3,0,N,1,1,0,0.333333333,0.666666667
BES,4304,2012,66,3,How the social parasitic bumblebee Bombus bohemicus sneaks into power of reproduction,Y,N,3,2,6,1,N,1,1,0,0.5,0.333333333
BES,4305,2012,66,3,Colour-independent shape recognition of cryptic predators by bumblebees,U,U,0,0,3,3,N,0,0,0,0,0
BES,4306,2012,66,3,Linking male qualities to multiple display traits: an example in a fish with exclusive male care,N,Y,3,3,6,0,N,1,0,1,0.5,0.5
BES,4307,2012,66,3,Children of divorce: effects of adult replacements on previous offspring in Argentinean owl monkeys,Y,N,1,1,2,0,N,1,1,0,0.5,0.5
BES,4308,2012,66,2,Vibratory communication in the soil: pupal signals deter larval intrusion in a group-living beetle Trypoxylus dichotoma,N,N,0,3,3,0,N,0,0,0,0,1
BES,4309,2012,66,2,Laying-order effects on sperm numbers and on paternity: comparing three passerine birds with different life histories,N,N,1,5,6,0,Y,1,0,0,0.166666667,0.833333333
BES,4310,2012,66,2,To beg or to freeze: multimodal sensory integration directs behavior in a tadpole,Y,Y,2,0,2,0,N,1,1,1,1,0
BES,4311,2012,66,2,Allocation in reproduction is not tailored to the probable number of matings in common toad (Bufo bufo) males,N,N,0,4,4,0,N,0,0,0,0,1
BES,4312,2012,66,2,Auditory defence in the peacock butterfly (Inachis io) against mice (Apodemus flavicollis and A. sylvaticus),N,N,0,3,3,0,N,0,0,0,0,1
BES,4313,2012,66,2,"Trade-off between pre- and postcopulatory sexual cannibalism in a wolf spider (Araneae, Lycosidae)",N,Y,1,1,2,0,N,1,0,1,0.5,0.5
BES,4314,2012,66,2,Social facilitation of exploration in mosquitofish (Gambusia holbrooki),Y,Y,1,0,1,0,N,1,1,1,1,0
BES,4315,2012,66,2,Factors leading to the evolution and maintenance of a male ornament in territorial species,Y,N,1,1,2,0,N,1,1,0,0.5,0.5
BES,4316,2012,66,2,"Competitive females are successful females; phenotype, mechanism, and selection in a common songbird",Y,Y,2,0,2,0,Y,1,1,1,1,0
BES,4317,2012,66,2,"Mating opportunities, paternity, and sexual conflict: paternal care in northern and southern temperate house wrens",Y,N,1,2,3,0,Y,1,1,0,0.333333333,0.666666667
BES,4318,2012,66,2,"Ecological drivers of group living in two populations of the communally rearing rodent, Octodon degus",N,N,3,8,11,0,N,1,0,0,0.272727273,0.727272727
BES,4319,2012,66,2,An integrated look at decision-making in bees as they abandon a depleted food source,N,N,0,2,2,0,N,0,0,0,0,1
BES,4320,2012,66,2,Female great tits do not alter their yolk androgen deposition when infested with a low-transmittable ectoparasite,N,N,0,3,4,1,Y,0,0,0,0,0.75
BES,4321,2012,66,2,The causes and consequences of partial prey consumption by wolves preying on moose,N,N,1,2,3,0,N,1,0,0,0.333333333,0.666666667
BES,4322,2012,66,2,Blood corticosterone levels and intersexual selection games: best-of-bad-job strategies of male common lizards,Y,N,1,1,2,0,N,1,1,0,0.5,0.5
BES,4323,2012,66,2,There is a limbo under the moon: what social interactions tell us about the floaters underworld,N,Y,1,1,2,0,Y,1,0,1,0.5,0.5
BES,4324,2012,66,2,Influence of residency and social odors in interactions between competing native and alien rodents,Y,N,1,2,3,0,N,1,1,0,0.333333333,0.666666667
BES,4325,2012,66,2,Model of collective decision-making in nestmate recognition fails to account for individual discriminator responses and non-independent discriminator errors,Y,N,1,2,3,0,N,1,1,0,0.333333333,0.666666667
BES,4326,2012,66,2,Nestmate recognition in social insects is sometimes more complex than an individual based decision to accept or reject,N,N,1,2,3,0,N,1,0,0,0.333333333,0.666666667
BES,4327,2012,66,1,"The role of wax and resin in the nestmate recognition system of a stingless bee, Tetragonisca angustula",N,N,3,6,9,0,N,1,0,0,0.333333333,0.666666667
BES,4328,2012,66,1,A field test of the effects of familiarity and relatedness on social associations and reproduction in prairie voles,Y,N,1,1,2,0,N,1,1,0,0.5,0.5
BES,4329,2012,66,1,Age-related female mating decisions are condition dependent in wolf spiders,N,Y,1,1,2,0,N,1,0,1,0.5,0.5
BES,4330,2012,66,1,Genetic influence on caste determination underlying the asexual queen succession system in a termite,Y,N,1,1,2,0,N,1,1,0,0.5,0.5
BES,4331,2012,66,1,"Behavioural responses to indirect and direct predator cues by a mammalian herbivore, the common brushtail possum",Y,Y,2,1,3,0,N,1,1,1,0.666666667,0.333333333
BES,4332,2012,66,1,"Sociality, exotic ectoparasites, and fitness in the plural breeding rodent Octodon degus",N,N,1,5,6,0,N,1,0,0,0.166666667,0.833333333
BES,4333,2012,66,1,Multiple mating opportunities boost protandry in a pied flycatcher population,N,U,0,2,3,1,Y,0,0,0,0,0.666666667
BES,4334,2012,66,1,Invading together: the benefits of coalition dispersal in a cooperative bird,Y,Y,1,0,1,0,Y,1,1,1,1,0
BES,4335,2012,66,1,The anti-predator behaviour of wild white-handed gibbons (Hylobates lar),Y,N,2,1,3,0,N,1,1,0,0.666666667,0.333333333
BES,4336,2012,66,1,Genital morphology linked to social status in the bank vole (Myodes glareolus),N,Y,2,2,4,0,N,1,0,1,0.5,0.5
BES,4337,2012,66,1,The interspecific relationship between prevalence of blood parasites and sexual traits in birds when considering recent methodological advancements,N,N,0,2,2,0,N,0,0,0,0,1
BES,4338,2012,66,1,Information content of female copulation calls in wild long-tailed macaques (Macaca fascicularis),Y,N,2,3,5,0,N,1,1,0,0.4,0.6
BES,4339,2012,66,1,Safe betting: males help dull females only when they raise high-quality offspring,Y,N,2,1,3,0,Y,1,1,0,0.666666667,0.333333333
BES,4340,2012,66,1,"Mate quality, not aggressive spillover, explains sexual cannibalism in a size-dimorphic spider",Y,N,4,3,7,0,N,1,1,0,0.571428571,0.428571429
BES,4341,2012,66,1,Evaluating animal personalities: do observer assessments and experimental tests measure the same thing?,Y,N,1,3,4,0,N,1,1,0,0.25,0.75
BES,4342,2012,66,1,Individual deviation from behavioural correlations: a simple approach to study the evolution of behavioural syndromes,N,N,0,2,2,0,N,0,0,0,0,1
BES,4343,2011,65,12,Same-sex pair-bonds are equivalent to malefemale bonds in a life-long socially monogamous songbird,Y,Y,2,1,3,0,Y,1,1,1,0.666666667,0.333333333
BES,4344,2011,65,12,"Mixed sex allocation strategies in a polytocous mammal, the house mouse (Mus musculus)",N,N,0,3,3,0,N,0,0,0,0,1
BES,4345,2011,65,12,Effect of gyrodactylid ectoparasites on host behaviour and social network structure in guppies Poecilia reticulata,N,Y,1,5,6,0,N,1,0,1,0.166666667,0.833333333
BES,4346,2011,65,12,Fitness consequences of within-brood dominance in the cooperatively breeding acorn woodpecker,N,N,0,3,3,0,Y,0,0,0,0,1
BES,4347,2011,65,12,Laboratory and field evidence of sex-biased movement in the invasive round goby,Y,Y,5,2,7,0,N,1,1,1,0.714285714,0.285714286
BES,4348,2011,65,12,Vocalizations by Alaskan moose: female incitation of male aggression,N,N,2,2,4,0,N,1,0,0,0.5,0.5
BES,4349,2011,65,12,Parentally biased favouritism in relation to offspring sex in zebra finches,N,N,0,3,3,0,Y,0,0,0,0,1
BES,4350,2011,65,12,Mate choice plasticity in the field cricket Teleogryllus oceanicus: effects of social experience in multiple modalities,N,N,0,1,1,0,N,0,0,0,0,1
BES,4351,2011,65,12,Brood parasitism disproportionately increases nest provisioning and helper recruitment in a cooperatively breeding bird,Y,N,3,2,5,0,Y,1,1,0,0.6,0.4
